Frame,Processing Time
0,0.32492494583129883
1,0.09235668182373047
2,0.0967569351196289
3,0.09496068954467773
4,0.08920598030090332
5,0.08968067169189453
6,0.08828496932983398
7,0.08729171752929688
8,0.09424567222595215
9,0.08943676948547363
10,0.09506607055664062
11,0.09026813507080078
12,0.09560155868530273
13,0.09469056129455566
14,0.09670042991638184
15,0.09522151947021484
16,0.08838748931884766
17,0.08643960952758789
18,0.0913228988647461
19,0.08904814720153809
20,0.09158730506896973
21,0.09034872055053711
22,0.08899188041687012
23,0.08960247039794922
24,0.09148645401000977
25,0.09276342391967773
26,0.09713125228881836
27,0.09224247932434082
28,0.09620952606201172
29,0.09077572822570801
30,0.08752250671386719
31,0.09257364273071289
32,0.08106017112731934
33,0.0820772647857666
34,0.08310103416442871
35,0.0838165283203125
36,0.09619975090026855
37,0.1039729118347168
38,0.10447978973388672
39,0.10966801643371582
40,0.1106560230255127
41,0.10811352729797363
42,0.09879803657531738
43,0.08719849586486816
44,0.08349943161010742
45,0.08372187614440918
46,0.08817720413208008
47,0.09501194953918457
48,0.09029889106750488
49,0.09984278678894043
50,0.09983468055725098
51,0.09023618698120117
52,0.10046792030334473
53,0.09059596061706543
54,0.09308838844299316
55,0.09594249725341797
56,0.10263776779174805
57,0.10263395309448242
58,0.09572577476501465
59,0.0944371223449707
60,0.10240459442138672
61,0.09984469413757324
62,0.09947729110717773
63,0.09391522407531738
64,0.09514856338500977
65,0.09414219856262207
66,0.09379339218139648
67,0.09406113624572754
68,0.09421896934509277
69,0.10459661483764648
70,0.09565854072570801
71,0.09907126426696777
72,0.10157036781311035
73,0.09607076644897461
74,0.09606766700744629
75,0.10860753059387207
76,0.10108757019042969
77,0.10362982749938965
78,0.10532498359680176
79,0.11117315292358398
80,0.1097252368927002
81,0.10312056541442871
82,0.09798359870910645
83,0.10781431198120117
84,0.09964942932128906
85,0.10960960388183594
86,0.10460209846496582
87,0.10561680793762207
88,0.10837459564208984
89,0.10369634628295898
90,0.10473847389221191
91,0.12019824981689453
92,0.109100341796875
93,0.10912322998046875
94,0.11171340942382812
95,0.10809636116027832
96,0.10688591003417969
97,0.1103363037109375
98,0.11138010025024414
99,0.11980366706848145
100,0.11266064643859863
101,0.11302399635314941
102,0.12395453453063965
103,0.11463594436645508
104,0.11910223960876465
105,0.11818099021911621
106,0.12414669990539551
107,0.11459612846374512
108,0.11191797256469727
109,0.11717677116394043
110,0.12189006805419922
111,0.1162877082824707
112,0.11718869209289551
113,0.11252951622009277
114,0.11601376533508301
115,0.11608386039733887
116,0.12356185913085938
117,0.12630581855773926
118,0.11816811561584473
119,0.11227178573608398
120,0.115447998046875
121,0.11713576316833496
122,0.1143031120300293
123,0.11498188972473145
124,0.11871552467346191
125,0.11312723159790039
126,0.11861515045166016
127,0.11451554298400879
128,0.117095947265625
129,0.11758232116699219
130,0.11565089225769043
131,0.11762428283691406
132,0.11680150032043457
133,0.12210607528686523
134,0.12303495407104492
135,0.12390351295471191
136,0.11645841598510742
137,0.11431169509887695
138,0.1201162338256836
139,0.11312675476074219
140,0.11985111236572266
141,0.12482023239135742
142,0.11196613311767578
143,0.11490249633789062
144,0.11563229560852051
145,0.11585879325866699
146,0.11329007148742676
147,0.11268734931945801
148,0.12161564826965332
149,0.1179509162902832
150,0.12086296081542969
151,0.11935162544250488
152,0.11215901374816895
153,0.1210172176361084
154,0.10965418815612793
155,0.11321377754211426
156,0.1092841625213623
157,0.11267876625061035
158,0.11715984344482422
159,0.11024951934814453
160,0.11537551879882812
161,0.1170656681060791
162,0.12328886985778809
163,0.11021614074707031
164,0.11161541938781738
165,0.11608195304870605
166,0.11576533317565918
167,0.1121518611907959
168,0.11925697326660156
169,0.11818099021911621
170,0.11475396156311035
171,0.11985206604003906
172,0.12001180648803711
173,0.11158561706542969
174,0.11462807655334473
175,0.1241307258605957
176,0.11895561218261719
177,0.11519455909729004
178,0.11758255958557129
179,0.12167525291442871
180,0.11733651161193848
181,0.12378120422363281
182,0.12564301490783691
183,0.11931324005126953
184,0.1168832778930664
185,0.11543679237365723
186,0.12228083610534668
187,0.1178431510925293
188,0.11780357360839844
189,0.12383413314819336
190,0.11899018287658691
191,0.11412334442138672
192,0.1244056224822998
193,0.12246322631835938
194,0.1170952320098877
195,0.11211466789245605
196,0.11728596687316895
197,0.11983561515808105
198,0.11789155006408691
199,0.11447548866271973
200,0.11664819717407227
201,0.12222981452941895
202,0.11630797386169434
203,0.11807823181152344
204,0.1201627254486084
205,0.1169884204864502
206,0.12049698829650879
207,0.11733484268188477
208,0.12393546104431152
209,0.12119126319885254
210,0.1228170394897461
211,0.11680126190185547
212,0.1151127815246582
213,0.11953330039978027
214,0.11854863166809082
215,0.11059975624084473
216,0.12030696868896484
217,0.12617254257202148
218,0.11288595199584961
219,0.12054276466369629
220,0.12012410163879395
221,0.11667108535766602
222,0.11443614959716797
223,0.1176905632019043
224,0.11721944808959961
225,0.12750816345214844
226,0.11301541328430176
227,0.12758302688598633
228,0.11467146873474121
229,0.11393547058105469
230,0.11924600601196289
231,0.11816048622131348
232,0.1171107292175293
233,0.11597704887390137
234,0.1135256290435791
235,0.1262950897216797
